Número do processo,UF,Assunto,Sub-assunto,Resultado macro,Resultado micro,Valor da causa,Valor da condenação/indenização
7959882-24.2025.8.07.5888,DF,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"20.767,70","16.198,81"
7492492-55.2025.8.08.3912,ES,Não reconhece operação,Genérico,Não Êxito,Procedência,"13.092,03","11.651,91"
1245471-02.2025.8.13.6613,MG,Não reconhece operação,Genérico,Êxito,Improcedência,"18.128,84","0,00"
6273103-83.2025.8.15.5416,PB,Não reconhece operação,Genérico,Êxito,Improcedência,"7.700,74","0,00"
8222382-91.2025.8.08.0422,ES,Não reconhece operação,Golpe,Êxito,Extinção,"17.729,75","0,00"
2628276-21.2025.8.27.4516,TO,Não reconhece operação,Golpe,Êxito,Extinção,"5.820,28","0,00"
6965847-04.2025.8.25.5817,SE,Não reconhece operação,Genérico,Êxito,Extinção,"8.824,27","0,00"
4881695-91.2025.8.22.0554,RO,Não reconhece operação,Golpe,Êxito,Improcedência,"15.765,88","0,00"
7055657-29.2025.8.21.7297,RS,Não reconhece operação,Genérico,Êxito,Improcedência,"18.101,95","0,00"
9987706-46.2025.8.18.7395,PI,Não reconhece operação,Golpe,Êxito,Improcedência,"22.420,51","0,00"
2825546-24.2025.8.21.6611,RS,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,"8.102,79","3.970,37"
2878040-95.2025.8.10.9681,MA,Não reconhece operação,Genérico,Êxito,Extinção,"12.570,67","0,00"
1723773-50.2025.8.03.1256,AP,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"9.854,97","8.968,02"
4649546-79.2025.8.15.0721,PB,Não reconhece operação,Golpe,Êxito,Improcedência,"11.240,19","0,00"
1284145-97.2025.8.20.0550,RN,Não reconhece operação,Golpe,Êxito,Improcedência,"14.499,15","0,00"
3281118-78.2025.8.09.0889,GO,Não reconhece operação,Golpe,Êxito,Improcedência,"15.497,91","0,00"
2952822-83.2025.8.19.6280,RJ,Não reconhece operação,Golpe,Não Êxito,Procedência,"13.406,19","10.993,08"
7523355-30.2025.8.07.3596,DF,Não reconhece operação,Golpe,Não Êxito,Procedência,"12.692,19","12.057,58"
5826830-71.2025.8.13.6965,MG,Não reconhece operação,Golpe,Êxito,Extinção,"13.825,38","0,00"
2952695-10.2025.8.09.8515,GO,Não reconhece operação,Genérico,Êxito,Improcedência,"5.149,45","0,00"
8984803-36.2025.8.04.9947,AM,Não reconhece operação,Golpe,Não Êxito,Procedência,"10.128,53","10.128,53"
8940401-61.2025.8.01.8860,AC,Não reconhece operação,Genérico,Êxito,Extinção,"12.852,95","0,00"
9376345-59.2025.8.08.1724,ES,Não reconhece operação,Golpe,Não Êxito,Procedência,"22.070,89","18.760,26"
2688002-85.2025.8.01.2795,AC,Não reconhece operação,Genérico,Êxito,Extinção,"6.158,68","0,00"
2675600-74.2025.8.12.9506,MS,Não reconhece operação,Golpe,Êxito,Improcedência,"13.366,75","0,00"
8997163-43.2025.8.14.9069,PA,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"21.422,31","8.568,92"
9996134-21.2025.8.19.6501,RJ,Não reconhece operação,Golpe,Êxito,Improcedência,"11.573,14","0,00"
4982265-61.2025.8.15.8618,PB,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,"14.666,40","4.986,58"
5715383-17.2025.8.13.0032,MG,Não reconhece operação,Genérico,Êxito,Improcedência,"18.357,83","0,00"
9267335-30.2025.8.26.6120,SP,Não reconhece operação,Golpe,Êxito,Improcedência,"11.461,93","0,00"
3191856-67.2025.8.17.3125,PE,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"16.681,93","8.507,78"
3411816-65.2025.8.15.0412,PB,Não reconhece operação,Golpe,Êxito,Extinção,"19.266,13","0,00"
1403015-10.2025.8.25.3289,SE,Não reconhece operação,Golpe,Êxito,Extinção,"16.847,07","0,00"
6587100-10.2025.8.15.2196,PB,Não reconhece operação,Golpe,Não Êxito,Procedência,"19.689,38","19.295,59"
2886903-45.2025.8.06.3388,CE,Não reconhece operação,Genérico,Êxito,Improcedência,"21.281,18","0,00"
1066877-08.2025.8.14.6388,PA,Não reconhece operação,Golpe,Êxito,Improcedência,"20.391,91","0,00"
4261442-14.2025.8.01.5080,AC,Não reconhece operação,Golpe,Êxito,Improcedência,"12.453,79","0,00"
8932955-86.2025.8.13.9160,MG,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"16.879,26","6.751,70"
1290400-79.2025.8.21.0790,RS,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,"16.106,40","10.952,35"
7952321-87.2025.8.16.7531,PR,Não reconhece operação,Genérico,Êxito,Improcedência,"13.664,63","0,00"
6422946-03.2025.8.08.6408,ES,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"10.640,08","8.831,27"
9723991-47.2025.8.12.9418,MS,Não reconhece operação,Golpe,Êxito,Improcedência,"19.573,12","0,00"
7877188-16.2025.8.25.6077,SE,Não reconhece operação,Genérico,Êxito,Improcedência,"11.828,73","0,00"
1958927-64.2025.8.08.7515,ES,Não reconhece operação,Golpe,Êxito,Improcedência,"12.416,57","0,00"
8365542-38.2025.8.14.0470,PA,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,"17.900,14","9.487,07"
3718435-80.2025.8.11.3679,MT,Não reconhece operação,Golpe,Êxito,Improcedência,"8.077,79","0,00"
3253367-32.2025.8.22.5257,RO,Não reconhece operação,Golpe,Êxito,Extinção,"15.491,82","0,00"
2101732-89.2025.8.16.4656,PR,Não reconhece operação,Golpe,Êxito,Improcedência,"5.640,92","0,00"
8438820-53.2025.8.21.9218,RS,Não reconhece operação,Genérico,Êxito,Improcedência,"9.829,90","0,00"
6206734-22.2025.8.14.9802,PA,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,"10.610,90","7.533,74"
1012337-64.2025.8.22.2104,RO,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"10.317,11","8.460,03"
6945984-66.2025.8.15.1876,PB,Não reconhece operação,Genérico,Êxito,Improcedência,"3.584,79","0,00"
7802811-26.2025.8.20.1444,RN,Não reconhece operação,Golpe,Êxito,Improcedência,"14.038,15","0,00"
4396201-18.2025.8.22.2150,RO,Não reconhece operação,Golpe,Êxito,Improcedência,"5.480,92","0,00"
4518063-98.2025.8.12.8176,MS,Não reconhece operação,Genérico,Êxito,Extinção,"19.443,23","0,00"
9854005-27.2025.8.16.1244,PR,Não reconhece operação,Genérico,Êxito,Extinção,"18.433,90","0,00"
8356685-02.2025.8.07.9733,DF,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"12.002,26","6.961,31"
8690759-72.2025.8.14.5721,PA,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"17.940,16","15.069,73"
6261914-13.2025.8.11.9594,MT,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"7.013,37","1.893,61"
8188765-89.2025.8.03.4619,AP,Não reconhece operação,Golpe,Êxito,Improcedência,"8.389,67","0,00"
8444861-70.2025.8.18.1658,PI,Não reconhece operação,Golpe,Êxito,Improcedência,"17.754,03","0,00"
1601659-23.2025.8.12.7834,MS,Não reconhece operação,Golpe,Êxito,Improcedência,"6.970,67","0,00"
3827971-47.2025.8.06.0001,CE,Não reconhece operação,Golpe,Êxito,Improcedência,"11.150,51","0,00"
5655478-69.2025.8.27.9398,TO,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"23.868,79","8.831,45"
9699001-96.2025.8.04.5068,AM,Não reconhece operação,Golpe,Não Êxito,Procedência,"7.790,17","7.322,76"
2730551-82.2025.8.26.3040,SP,Não reconhece operação,Genérico,Êxito,Improcedência,"13.215,15","0,00"
7749820-54.2025.8.26.9324,SP,Não reconhece operação,Golpe,Êxito,Improcedência,"15.138,95","0,00"
5648565-62.2025.8.17.6712,PE,Não reconhece operação,Golpe,Êxito,Extinção,"18.301,75","0,00"
6625285-70.2025.8.18.9933,PI,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"9.555,97","3.917,95"
3673205-19.2025.8.10.1632,MA,Não reconhece operação,Golpe,Êxito,Extinção,"13.987,51","0,00"
7999209-68.2025.8.21.3473,RS,Não reconhece operação,Golpe,Êxito,Extinção,"9.741,83","0,00"
8505596-61.2025.8.06.1597,CE,Não reconhece operação,Golpe,Não Êxito,Procedência,"18.254,00","15.150,82"
4608386-69.2025.8.12.0363,MS,Não reconhece operação,Golpe,Êxito,Improcedência,"13.462,26","0,00"
7077114-21.2025.8.24.6334,SC,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"9.880,59","5.730,74"
1368927-68.2025.8.12.6885,MS,Não reconhece operação,Genérico,Êxito,Improcedência,"13.381,26","0,00"
9468095-40.2025.8.14.6420,PA,Não reconhece operação,Golpe,Êxito,Extinção,"22.452,73","0,00"
9939797-74.2025.8.16.8652,PR,Não reconhece operação,Golpe,Êxito,Improcedência,"7.885,12","0,00"
4936905-07.2025.8.15.9744,PB,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,"19.322,42","9.274,76"
7153250-86.2025.8.07.8882,DF,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,"8.378,06","5.445,74"
4340593-46.2025.8.26.7637,SP,Não reconhece operação,Genérico,Êxito,Improcedência,"18.989,73","0,00"
3680890-14.2025.8.17.9738,PE,Não reconhece operação,Golpe,Êxito,Improcedência,"17.905,99","0,00"
2970328-44.2025.8.08.5787,ES,Não reconhece operação,Golpe,Êxito,Extinção,"18.433,39","0,00"
2042830-22.2025.8.02.7408,AL,Não reconhece operação,Genérico,Êxito,Extinção,"9.489,31","0,00"
3008645-58.2025.8.08.1818,ES,Não reconhece operação,Golpe,Êxito,Extinção,"10.731,24","0,00"
9832593-97.2025.8.01.2295,AC,Não reconhece operação,Golpe,Êxito,Improcedência,"25.245,57","0,00"
9608929-07.2025.8.09.6771,GO,Não reconhece operação,Golpe,Êxito,Extinção,"14.976,85","0,00"
5658635-26.2025.8.13.6464,MG,Não reconhece operação,Golpe,Êxito,Extinção,"9.617,04","0,00"
6582034-08.2025.8.13.0581,MG,Não reconhece operação,Golpe,Êxito,Improcedência,"18.682,76","0,00"
1562119-03.2025.8.02.5773,AL,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"16.888,07","11.146,13"
4391970-36.2025.8.08.5130,ES,Não reconhece operação,Genérico,Êxito,Improcedência,"18.176,05","0,00"
6470724-80.2025.8.07.9478,DF,Não reconhece operação,Genérico,Êxito,Improcedência,"10.276,64","0,00"
4828922-50.2025.8.09.3638,GO,Não reconhece operação,Golpe,Êxito,Improcedência,"10.458,54","0,00"
6067320-18.2025.8.22.5569,RO,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,"14.124,04","9.604,35"
5173937-09.2025.8.07.9284,DF,Não reconhece operação,Golpe,Êxito,Improcedência,"17.824,35","0,00"
3852499-09.2025.8.05.4159,BA,Não reconhece operação,Genérico,Êxito,Improcedência,"20.789,26","0,00"
8652033-77.2025.8.18.0696,PI,Não reconhece operação,Genérico,Êxito,Improcedência,"8.096,26","0,00"
2650251-03.2025.8.07.1285,DF,Não reconhece operação,Golpe,Êxito,Extinção,"10.933,50","0,00"
2083543-34.2025.8.07.2964,DF,Não reconhece operação,Golpe,Êxito,Improcedência,"10.918,02","0,00"
5385873-16.2025.8.14.2994,PA,Não reconhece operação,Golpe,Êxito,Improcedência,"18.622,51","0,00"
8794375-97.2025.8.15.3017,PB,Não reconhece operação,Golpe,Êxito,Improcedência,"5.697,07","0,00"
2655908-21.2025.8.06.6280,CE,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,"13.913,05","8.208,70"
3860405-93.2025.8.05.9376,BA,Não reconhece operação,Golpe,Êxito,Extinção,"25.230,23","0,00"
7715096-92.2025.8.24.7133,SC,Não reconhece operação,Golpe,Êxito,Improcedência,"22.105,70","0,00"
7043881-36.2025.8.09.5718,GO,Não reconhece operação,Golpe,Êxito,Improcedência,"6.704,37","0,00"
3762178-09.2025.8.24.6662,SC,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"17.100,09","12.141,06"
5864654-85.2025.8.16.4749,PR,Não reconhece operação,Golpe,Êxito,Extinção,"23.151,70","0,00"
2401134-89.2025.8.10.1182,MA,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"23.422,90","14.287,97"
8674531-33.2025.8.08.8697,ES,Não reconhece operação,Golpe,Êxito,Improcedência,"20.216,59","0,00"
2250129-41.2025.8.13.5455,MG,Não reconhece operação,Genérico,Não Êxito,Procedência,"20.626,47","17.326,23"
5112440-75.2025.8.16.0813,PR,Não reconhece operação,Golpe,Êxito,Extinção,"14.416,20","0,00"
1123059-39.2025.8.22.5109,RO,Não reconhece operação,Golpe,Êxito,Improcedência,"20.548,31","0,00"
3483720-55.2025.8.04.8276,AM,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"17.154,77","12.179,89"
1506529-64.2025.8.11.2616,MT,Não reconhece operação,Genérico,Êxito,Improcedência,"5.506,27","0,00"
4973641-13.2025.8.02.6027,AL,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"8.673,03","5.117,09"
5541684-87.2025.8.19.3161,RJ,Não reconhece operação,Golpe,Êxito,Improcedência,"8.550,90","0,00"
2431723-07.2025.8.26.7551,SP,Não reconhece operação,Genérico,Êxito,Extinção,"16.725,39","0,00"
1474609-29.2025.8.07.1133,DF,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,"6.906,70","3.384,28"
1836438-67.2025.8.02.0950,AL,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"22.972,13","14.242,72"
8092162-01.2025.8.02.7746,AL,Não reconhece operação,Golpe,Não Êxito,Procedência,"14.002,84","11.482,33"
7352307-80.2025.8.16.9568,PR,Não reconhece operação,Golpe,Não Êxito,Procedência,"17.280,96","16.935,34"
6036674-90.2025.8.09.3315,GO,Não reconhece operação,Golpe,Não Êxito,Procedência,"6.326,17","5.693,55"
2498868-72.2025.8.07.2010,DF,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"12.497,52","4.624,08"
4058396-09.2025.8.25.1318,SE,Não reconhece operação,Golpe,Êxito,Extinção,"24.933,78","0,00"
1306785-44.2025.8.05.0167,BA,Não reconhece operação,Golpe,Êxito,Improcedência,"9.911,29","0,00"
4051445-80.2025.8.17.6640,PE,Não reconhece operação,Golpe,Êxito,Improcedência,"13.141,89","0,00"
8789649-97.2025.8.10.9384,MA,Não reconhece operação,Genérico,Êxito,Extinção,"12.859,34","0,00"
6909419-77.2025.8.09.4798,GO,Não reconhece operação,Genérico,Êxito,Improcedência,"17.227,92","0,00"
1194683-32.2025.8.15.2696,PB,Não reconhece operação,Golpe,Êxito,Improcedência,"7.856,33","0,00"
9912915-46.2025.8.11.1129,MT,Não reconhece operação,Golpe,Não Êxito,Procedência,"15.258,56","13.885,29"
5960185-30.2025.8.04.2845,AM,Não reconhece operação,Golpe,Êxito,Improcedência,"10.686,94","0,00"
1812148-31.2025.8.26.0476,SP,Não reconhece operação,Genérico,Êxito,Improcedência,"8.273,91","0,00"
9289768-27.2025.8.11.0732,MT,Não reconhece operação,Golpe,Êxito,Improcedência,"21.403,18","0,00"
2232857-99.2025.8.15.1460,PB,Não reconhece operação,Golpe,Êxito,Extinção,"11.861,54","0,00"
4710983-18.2025.8.10.1317,MA,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"11.832,46","3.431,41"
5378496-63.2025.8.09.2709,GO,Não reconhece operação,Golpe,Êxito,Extinção,"7.400,28","0,00"
8382070-64.2025.8.21.4244,RS,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,"23.363,43","16.120,77"
3322887-89.2025.8.07.4323,DF,Não reconhece operação,Golpe,Não Êxito,Procedência,"20.442,52","17.376,14"
4164011-85.2025.8.14.1652,PA,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"19.854,02","16.875,92"
8186445-76.2025.8.11.0754,MT,Não reconhece operação,Golpe,Êxito,Improcedência,"19.577,15","0,00"
3960143-94.2025.8.03.4339,AP,Não reconhece operação,Genérico,Êxito,Improcedência,"11.854,97","0,00"
5241891-25.2025.8.12.7591,MS,Não reconhece operação,Golpe,Êxito,Extinção,"17.451,94","0,00"
8083512-66.2025.8.07.4676,DF,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"18.940,93","15.531,56"
3342581-10.2025.8.10.1179,MA,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"17.542,25","11.928,73"
3394470-51.2025.8.09.0037,GO,Não reconhece operação,Golpe,Êxito,Extinção,"17.752,55","0,00"
1529604-97.2025.8.01.6421,AC,Não reconhece operação,Golpe,Êxito,Extinção,"22.427,13","0,00"
1907873-25.2025.8.12.7922,MS,Não reconhece operação,Golpe,Êxito,Improcedência,"3.616,40","0,00"
3078092-96.2025.8.25.4677,SE,Não reconhece operação,Golpe,Êxito,Improcedência,"4.965,08","0,00"
7731495-30.2025.8.27.1212,TO,Não reconhece operação,Golpe,Êxito,Extinção,"10.729,80","0,00"
2576907-58.2025.8.21.1018,RS,Não reconhece operação,Golpe,Não Êxito,Procedência,"9.812,01","7.947,73"
6807113-71.2025.8.12.6515,MS,Não reconhece operação,Golpe,Êxito,Improcedência,"9.007,28","0,00"
8637490-73.2025.8.24.7335,SC,Não reconhece operação,Genérico,Êxito,Extinção,"9.620,03","0,00"
9270696-74.2025.8.16.2534,PR,Não reconhece operação,Golpe,Êxito,Extinção,"3.786,79","0,00"
4195192-37.2025.8.24.8607,SC,Não reconhece operação,Golpe,Êxito,Extinção,"15.431,52","0,00"
2934918-91.2025.8.12.5861,MS,Não reconhece operação,Golpe,Êxito,Improcedência,"18.981,63","0,00"
4651087-80.2025.8.09.8938,GO,Não reconhece operação,Golpe,Êxito,Improcedência,"13.101,30","0,00"
1605853-22.2025.8.25.4967,SE,Não reconhece operação,Golpe,Êxito,Improcedência,"14.257,34","0,00"
6387589-73.2025.8.14.9683,PA,Não reconhece operação,Genérico,Êxito,Improcedência,"14.633,90","0,00"
9485623-10.2025.8.27.1841,TO,Não reconhece operação,Golpe,Não Êxito,Procedência,"13.006,14","11.445,40"
3532943-09.2025.8.14.9269,PA,Não reconhece operação,Golpe,Não Êxito,Procedência,"25.535,03","21.449,43"
8825384-03.2025.8.16.3494,PR,Não reconhece operação,Golpe,Êxito,Extinção,"18.806,23","0,00"
4441375-05.2025.8.01.4170,AC,Não reconhece operação,Genérico,Êxito,Extinção,"18.790,21","0,00"
8135225-42.2025.8.07.4977,DF,Não reconhece operação,Golpe,Êxito,Improcedência,"4.201,67","0,00"
4064456-75.2025.8.19.8157,RJ,Não reconhece operação,Golpe,Não Êxito,Procedência,"17.111,89","16.085,18"
5793239-18.2025.8.26.1393,SP,Não reconhece operação,Genérico,Êxito,Improcedência,"9.160,66","0,00"
4071464-98.2025.8.26.1982,SP,Não reconhece operação,Golpe,Êxito,Improcedência,"17.433,83","0,00"
3250918-06.2025.8.08.8391,ES,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"9.447,71","4.440,42"
7077622-65.2025.8.22.9879,RO,Não reconhece operação,Golpe,Êxito,Improcedência,"12.248,88","0,00"
5654104-20.2025.8.18.9951,PI,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"14.576,19","10.786,38"
6673009-91.2025.8.22.7773,RO,Não reconhece operação,Golpe,Êxito,Improcedência,"27.225,71","0,00"
8579176-28.2025.8.27.7599,TO,Não reconhece operação,Golpe,Êxito,Improcedência,"6.007,63","0,00"
3904818-59.2025.8.03.4966,AP,Não reconhece operação,Golpe,Êxito,Improcedência,"18.268,86","0,00"
9541495-31.2025.8.06.8059,CE,Não reconhece operação,Golpe,Êxito,Improcedência,"8.575,31","0,00"
2600934-79.2025.8.02.5145,AL,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"22.208,85","13.991,58"
5848640-85.2025.8.21.6184,RS,Não reconhece operação,Genérico,Êxito,Extinção,"7.344,31","0,00"
2872907-76.2025.8.01.4673,AC,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,"15.371,70","4.611,51"
8452657-33.2025.8.03.7865,AP,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"3.859,56","3.666,58"
4540598-52.2025.8.27.8606,TO,Não reconhece operação,Golpe,Êxito,Extinção,"20.882,87","0,00"
9490626-31.2025.8.02.8823,AL,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"12.389,77","10.531,30"
